"","Provider_Name","Difference","Percent"
"377","ASISTENCIA VILLA REHABILITATION AND CARE CENTER",-0.02504,"-52.49%"
"378","ASPEN HILLS HEALTHCARE CENTER",0.01381,"75.71%"
"379","ASPEN LIVING CENTER",0.01376,"98.57%"
"380","ASPEN MEADOWS HEALTH AND REHABILITATION CENTER",-7.00000000000006e-05,"-0.38%"
"381","ASPEN PARK OF CASCADIA",0.01313,"47.33%"
"382","ASPEN PLACE HEALTH CAMPUS",-0.02164,"-61.67%"
"383","ASPEN REHAB &  HEALTH CARE",-0.02401,"-100%"
"384","ASPEN TRACE HEALTH & LIVING COMMUNITY",-0.00373,"-30.9%"
"385","ASSISI HEALTHCARE OF CLARE OAKS",0.00195,"12.72%"
"386","ASSUMPTION HEALTHCARE AND REHABILITATION",0.0068,"42.05%"
"387","ASSUMPTION HOME",-0.01274,"-27.93%"
"388","ASSUMPTION VILLAGE THE",-0.00473,"-16.46%"
"389","ASTON PARK HEALTH CARE CENTER",0.00975,"40.31%"
"390","ASTOR HEALTHCARE CENTER",-0.0098,"-35%"
"391","ASTORIA HEALTH & REHAB CENTER",-0.0534,"-100%"
"392","ASTORIA HEALTH AND REHABILITATION CENTER",0.000559999999999998,"2.45%"
"393","ASTORIA NURSING AND REHAB CENTER",-0.0139,"-24.48%"
"394","ASTORIA PLACE LIVING & REHAB",0.01005,"84.81%"
"395","ASTORIA PLACE OF BARNESVILLE",0.000910000000000001,"4.63%"
"396","ASTORIA PLACE OF CAMBRIDGE",0.03172,"102.32%"
"397","ASTORIA PLACE OF COLUMBUS",-0.00629,"-42.05%"
"398","ASTORIA SKILLED NURSING AND REHABILITATION",0.00252,"11.79%"
"399","ATCHISON SENIOR VILLAGE",0.00997,"24.59%"
"400","ATHENS HEALTH AND REHABILITATION CENTER",0.01615,"103%"
"401","ATHENS HEALTH AND REHABILITATION LLC",0.01248,"37.97%"
"402","ATHERTON BAPTIST HOME",0.000619999999999999,"2.85%"
"403","ATHERTON HEALTHCARE",-0.00865,"-34.98%"
"404","ATKINS NURSING AND REHABILITATION CENTER",-0.00743,"-23.81%"
"405","ATLANTIC CARE AND REHABILITATION CENTER",-0.03169,"-75.69%"
"406","ATLANTIC MEMORIAL HEALTHCARE CENTER",-0.00424,"-18.5%"
"407","ATLANTIC SHORES REHABILITATION & HEALTH CENTER",0.0093,"33.68%"
"408","ATLANTIC SPECIALTY CARE",-0.000319999999999999,"-2.52%"
"409","ATMORE NURSING CENTER",0.01954,"74.3%"
"410","ATOKA MANOR",0.01365,"44.4%"
"411","ATRIUM CENTER FOR REHABILITATION AND NURSING",-0.00185,"-20.17%"
"412","ATRIUM HEALTH CARE CENTER",-0.01414,"-100%"
"413","ATRIUM POST ACUTE CARE OF CHILTON",-0.00323,"-8.88%"
"414","ATRIUM POST ACUTE CARE OF ELLSWORTH",0.00199000000000001,"5.59%"
"415","ATRIUM POST ACUTE CARE OF KEWAUNEE",0.0154,"87.75%"
"416","ATRIUM POST ACUTE CARE OF LANCASTER",0.00245,"13.05%"
"417","ATRIUM POST ACUTE CARE OF LAWRENCEVILLE",0.000490000000000001,"4.87%"
"418","ATRIUM POST ACUTE CARE OF LITTLE CHUTE",-0.021,"-35.08%"
"419","ATRIUM POST ACUTE CARE OF MARSHFIELD",-0.01178,"-15.68%"
"420","ATRIUM POST ACUTE CARE OF MATAWAN",-0.0376,"-100%"
"421","ATRIUM POST ACUTE CARE OF MENOMINEE",-0.01631,"-46.43%"
"422","ATRIUM POST ACUTE CARE OF NEW HOLSTEIN",-0.03671,"-100%"
"423","ATRIUM POST ACUTE CARE OF PARK RIDGE",0.0175,"357.87%"
"424","ATRIUM POST ACUTE CARE OF PLYMOUTH",-0.03869,"-100%"
"425","ATRIUM POST ACUTE CARE OF PRINCETON",-0.00788,"-30.63%"
"426","ATRIUM POST ACUTE CARE OF SHAWANO AT BIRCH HILL",0.04688,"202.07%"
"427","ATRIUM POST ACUTE CARE OF SHAWANO AT EVERGREEN",0.01293,"27.7%"
"428","ATRIUM POST ACUTE CARE OF STEVENS POINT",-0.00188,"-6.58%"
"429","ATRIUM POST ACUTE CARE OF TWO RIVERS",-0.0468,"-100%"
"430","ATRIUM POST ACUTE CARE OF WAYNE",0.00727,"28.21%"
"431","ATRIUM POST ACUTE CARE OF WAYNEVIEW",-0.00404,"-17.35%"
"432","ATRIUM POST ACUTE CARE OF WESTON",0.0022,"9.79%"
"433","ATRIUM POST ACUTE CARE OF WISCONSIN RAPIDS",-0.00762,"-21.87%"
"434","ATTALA COUNTY NURSING CENTER",-0.000959999999999999,"-3.67%"
"435","ATTALLA HEALTH AND REHAB",0.00757,"100.8%"
"436","ATTICA LONG TERM CARE FACILITY",-0.00468,"-8.9%"
"437","ATTLEBORO HEALTHCARE",0.00962,"30.73%"
"438","ATTLEBORO NURSING AND REHAB CE",-0.01942,"-57.8%"
"439","AUBURN HEALTH CARE",-0.000449999999999999,"-3.42%"
"440","AUBURN MANOR",-0.00179,"-2.63%"
"441","AUBURN NURSING HOME",-0.00739,"-27.99%"
"442","AUBURN OAKS CARE CENTER",-0.01377,"-100%"
"443","AUBURN REHAB & HCC",-0.01046,"-44.32%"
"444","AUBURN VILLAGE",-0.04703,"-28.8%"
"445","AUBURNDALE OAKS CARE AND REHABILITATION CENTER",-0.00691,"-45.1%"
"446","AUDUBON HEALTH AND REHAB",0.00304,"25.27%"
"447","AUGLAIZE ACRES",0.00436,"15.24%"
"448","AUGSBURG LUTHERAN HOME",-0.00208,"-8.43%"
"449","AUGUSTA CENTER FOR HEALTH & REHABILITATION, LLC",-0.01059,"-38.58%"
"450","AUGUSTA NURSING & REHAB CENTER",-0.03584,"-100%"
"451","AUGUSTANA CHAPEL VIEW CARE CENTER",0.0254,"163.45%"
"452","AUGUSTANA HCC OF APPLE VALLEY",0.02361,"150.57%"
"453","AUGUSTANA HEALTH CARE CENTER OF HASTINGS",-0.02729,"-100%"
"454","AUGUSTANA HEALTH CARE CENTER OF MINNEAPOLIS",0.01464,"78.12%"
"455","AUGUSTANA MERCY CARE CENTER",-0.00819,"-9.33%"
"456","AURELIA OSBORN FOX MEMORIAL HO",-0.00394,"-10.97%"
"457","AURORA BRULE NURSING HOME INC",-0.04072,"-50.09%"
"458","AURORA HEALTH AND REHABILITATION",-0.00913,"-19.88%"
"459","AURORA MANOR SPECIAL CARE CENT",-0.0157,"-100%"
"460","AURORA NURSING CENTER",-0.00277,"-15.92%"
"461","AURORA SENIOR LIVING OF MANOKIN, LLC",0.01555,"114.34%"
"462","AUSTINBURG NSG AND  REHAB CTR",0.02024,"179.43%"
"463","AUSTINWOODS REHAB HEALTH CARE",-0.00218,"-5.4%"
"464","AUTUMN AEGIS NURSING HOME",-0.00122,"-9.28%"
"465","AUTUMN BREEZE HEALTH AND REHAB",-0.02222,"-73.87%"
"466","AUTUMN CARE OF BISCOE",0.00033,"1.1%"
"467","AUTUMN CARE OF CHESAPEAKE",0.03192,"128.04%"
"468","AUTUMN CARE OF CORNELIUS",-0.000569999999999999,"-4.62%"
"469","AUTUMN CARE OF DREXEL",-0.01207,"-100%"
"470","AUTUMN CARE OF FAYETTEVILLE",-0.00887,"-29.77%"
"471","AUTUMN CARE OF MARION",-0.00231,"-20.55%"
"472","AUTUMN CARE OF MECHANICSVILLE",-0.02221,"-76.53%"
"473","AUTUMN CARE OF MOCKSVILLE",0.00262,"17.28%"
"474","AUTUMN CARE OF MYRTLE GROVE",-0.03051,"-70.51%"
"475","AUTUMN CARE OF NORFOLK",-0.00711,"-100%"
"476","AUTUMN CARE OF PORTSMOUTH",-0.00817,"-100%"
"477","AUTUMN CARE OF RAEFORD",0.00238,"6.87%"
"478","AUTUMN CARE OF SALISBURY",0.02189,"263.73%"
"479","AUTUMN CARE OF STATESVILLE",0.00562,"15.09%"
"480","AUTUMN CARE OF WAYNESVILLE",-0.04015,"-100%"
"481","AUTUMN HEIGHTS HEALTH CARE CENTER",0.0212,"80.24%"
"482","AUTUMN HILL, INC",0.03964,"161.66%"
"483","AUTUMN LAKE HEALTHCARE AT ALICE MANOR",0.01192,"68.23%"
"484","AUTUMN LAKE HEALTHCARE AT NEW BRITAIN",-0.0041,"-100%"
"485","AUTUMN LAKE HEALTHCARE AT NORWALK",-0.00425,"-36.36%"
"486","AUTUMN LEAVES",-0.06675,"-100%"
"487","AUTUMN LEAVES NURSING AND REHAB CTR, LLC",-0.0094,"-51.09%"
"488","AUTUMN LEAVES NURSING AND REHAB INC",-0.000910000000000001,"-10.39%"
"489","AUTUMN MEADOWS OF CAHOKIA",-0.00997,"-29.11%"
"490","AUTUMN OAKS CARING CENTER",0.00069,"4.08%"
"491","AUTUMN RIDGE REHABILITATION CENTRE",-0.00267,"-20.34%"
"492","AUTUMN TERRACE HEALTH & REHABILITATION",-0.00422,"-12.03%"
"493","AUTUMN VIEW HEALTH CARE FACILITY L L C",-0.000239999999999999,"-2.07%"
"494","AUTUMN WINDS LIVING & REHABILITATION",-0.00805,"-47.58%"
"495","AUTUMN WOOD MEMORY CARE",-0.03412,"-46.16%"
"496","AUTUMN WOODS RESIDENTIAL HLTH",-0.00936,"-26.66%"
"497","AUTUMN YEARS NURSING CENTER",-0.01443,"-35.42%"
"498","AUTUMNWOOD CARE CENTER",0.02276,"260.71%"
"499","AUTUMNWOOD OF LIVONIA",-0.00362,"-6.71%"
"500","AVALON CARE CENTER - SONORA",-0.00475,"-34.62%"
"501","AVALON CARE CENTER-BOUNTIFUL",-0.02021,"-100%"
"502","AVALON HEALTH CARE CENTER AT STONERIDGE",-0.01343,"-17.77%"
"503","AVALON HEALTHCARE CENTER",-0.03208,"-77.13%"
"504","AVALON NURSING HOME",-0.00104,"-3.67%"
"505","AVALON PLACE",-0.02945,"-36.68%"
"506","AVALON PLACE KIRBYVILLE",0.02757,"204.68%"
"507","AVALON PLACE TRINITY",-0.000640000000000002,"-1.57%"
"508","AVALON PLACE WHARTON",-0.00775,"-21.52%"
"509","AVALON SOUTHWEST HEALTH & REHABILITATION",0.01385,"127.18%"
"510","AVALON SPRINGS HEALTH CAMPUS",-0.02968,"-56.59%"
"511","AVALON SPRINGS PLACE",-0.02179,"-67.25%"
"512","AVALON VALLEY REHABILITATION",-0.01824,"-100%"
"513","AVALON VILLA CARE CENTER",0.00557,"46.07%"
"514","AVALON VILLAGE",-0.01805,"-100%"
"515","AVAMERE AT THREE FOUNTAINS",-0.00582,"-11.55%"
"516","AVAMERE COURT AT KEIZER",-0.0395,"-40.92%"
"517","AVAMERE CRESTVIEW OF PORTLAND",-0.0096,"-25.83%"
"518","AVAMERE HEALTH SERVICES OF ROGUE VALLEY",-0.00259,"-7.5%"
"519","AVAMERE HERITAGE REHABILITATION OF TACOMA",0.00518,"24.24%"
"520","AVAMERE OLYMPIC REHABILITATION OF SEQUIM",-5e-04,"-1.53%"
"521","AVAMERE REHABILITATION OF CASCADE PARK",-0.01365,"-100%"
"522","AVAMERE REHABILITATION OF JUNCTION CITY",0.03386,"124.07%"
"523","AVAMERE REHABILITATION OF KING CITY",-0.01816,"-100%"
"524","AVAMERE REHABILITATION OF LEBANON",-0.00203,"-3.95%"
"525","AVAMERE RIVERPARK OF EUGENE",-0.02556,"-100%"
"526","AVAMERE TRANSITIONAL CARE & REHAB - BOISE",0.03096,"105.45%"
"527","AVAMERE TRANSITIONAL CARE AND REHABILITATION",-0.02777,"-100%"
"528","AVAMERE TRANSITIONAL CARE AT SUNNYSIDE",0.03065,"92.88%"
"529","AVANTARA CROWN POINT",0.02109,"45.16%"
"530","AVANTARA LONG GROVE",-0.00986,"-45.44%"
"531","AVANTARA PARK RIDGE",-0.03114,"-77.35%"
"532","AVANTE AT CONCORD",-0.02763,"-100%"
"533","AVANTE AT HARRISONBURG",-0.000119999999999999,"-1.59%"
"534","AVANTE AT INVERNESS INC",-0.00976,"-33.54%"
"535","AVANTE AT LAKE WORTH, INC.",0.00994,"125.66%"
"536","AVANTE AT LEESBURG, INC",-0.01504,"-100%"
"537","AVANTE AT LYNCHBURG",-0.00931,"-100%"
"538","AVANTE AT MELBOURNE INC",-0.01039,"-55.44%"
"539","AVANTE AT OCALA, INC",0.01267,"157.2%"
"540","AVANTE AT ORLANDO INC",-0.00038,"-4.19%"
"541","AVANTE AT ORMOND BEACH, INC",-0.01302,"-49.13%"
"542","AVANTE AT REIDSVILLE",-0.00585,"-21.52%"
"543","AVANTE AT ST CLOUD INC",-0.0102,"-39.35%"
"544","AVANTE AT THOMASVILLE",0.000739999999999999,"5.76%"
"545","AVANTE AT WAYNESBORO",-0.0172,"-64.64%"
"546","AVANTE REHABILITATION CENTER",-0.03567,"-100%"
"547","AVANTE VILLA AT JACKSONVILLE BEACH INC",-0.00799,"-52.19%"
"548","AVANTI HEALTH AND REHABILITATION CENTER, LLC",0.00291,"3.17%"
"549","AVANTI WELLNESS & REHAB",-0.00466,"-17.44%"
"550","AVE MARIA HOME",-0.03041,"-100%"
"551","AVE MARIA VILLAGE",-0.0116,"-26.1%"
"552","AVENTURA PLAZA REHABILITATION & NURSING CENTER",0.00787,"34.67%"
"553","AVENUE AT MEDINA",-0.02388,"-100%"
"554","AVENUE CARE AND REHABILITATION CENTER, THE",-0.03524,"-63.96%"
"555","AVERA BRADY HEALTH AND REHAB",-0.00763999999999999,"-9.64%"
"556","AVERA CREIGHTON CARE CENTRE",-0.02162,"-100%"
"557","AVERA EUREKA HEALTH CARE CENTER",0.00183,"9.04%"
"558","AVERA MARYHOUSE LONG TERM CARE",-0.01565,"-46%"
"559","AVERA MOTHER JOSEPH MANOR RETIREMENT COMMUNITY",-0.0154,"-48.63%"
"560","AVERA OAHE MANOR",-0.00516,"-19.6%"
"561","AVERA PRINCE OF PEACE",0.02946,"175.04%"
"562","AVERA ROSEBUD COUNTRY CARE CENTER",0.07633,"316.2%"
"563","AVERA SR JAMES CARE CENTER/AVERA YANKTON CARE CENT",0.01139,"202.31%"
"564","AVERY NURSING HOME",-0.0022,"-16.15%"
"565","AVIARA HEALTHCARE CENTER",-0.01688,"-60.94%"
"566","AVISTA HEALTHCARE",-0.00769,"-21.37%"
"567","AVISTA NURSING AND REHAB",0.02195,"70.49%"
"568","AVISTON COUNTRYSIDE MANOR",0.02123,"154.06%"
"569","AVITA HEALTH AND REHAB AT REEDS COVE",-0.0019,"-10.88%"
"570","AVOCA SPECIALTY CARE",-0.00287,"-5.11%"
"571","AVOCADO POST ACUTE",0.01091,"62.45%"
"572","AVON HEALTH & REHABILITATION CENTER",-0.000369999999999999,"-4.52%"
"573","AVON HEALTH CENTER",-0.00918,"-100%"
"574","AVON OAKS NURSING HOME",-0.01377,"-44.01%"
"575","AVON PLACE",-0.03594,"-66.8%"
"576","AVOYELLES MANOR NURSING HOME",-0.00156,"-10.26%"
"577","AYERS HEALTH AND REHABILITATION CENTER",-0.01417,"-40.88%"
"578","AYERS NURSING HOME",-0.01095,"-52.12%"
"579","AZALEA GARDENS NURSING CENTER",0.000449999999999999,"3.62%"
"580","AZALEA GARDENS OF MOBILE",0.01427,"69.31%"
"581","AZALEA HEALTH & REHAB CENTER",-0.02702,"-100%"
"582","AZALEA HEALTH AND REHABILITATION",-0.02686,"-74.67%"
"583","AZALEA HEALTH AND REHABILITATION CENTER",0.00423,"31.06%"
"584","AZALEA TRACE NURSING CENTER",-0.00316,"-23.22%"
"585","AZALEA TRAIL NURSING AND REHABILITATION CENTER",-0.01945,"-100%"
"586","AZALEALAND NURSING HOME",-0.00657,"-27.25%"
"587","AZLE MANOR HEALTH CARE AND REHABILITATION",6e-04,"2.14%"
"588","AZRIA HEALTH AT MONTCLAIR",-5e-04,"-5.15%"
"589","AZRIA HEALTH MIDTOWN",-0.03117,"-100%"
"590","AZRIA HEALTH OLATHE",0.00169,"10.08%"
"591","BADGER PRAIRIE HCC",0.00186,"2.69%"
"592","BAILEY PARK CLC",0.04307,"238.35%"
"593","BAILEY-BOUSHAY HOUSE",-0.06804,"-70.52%"
"594","BAINBRIDGE ISLAND HEALTH & REHAB CENTER",-0.02192,"-100%"
"595","BAINBRIDGE NURSING AND REHAB CENTER",0.00025,"3.18%"
"596","BAISCH NURSING CENTER",0.00192,"13.2%"
"597","BAKER-KATZ SKILLED NURSING AND REHABILITATION CTR",-0.01107,"-43.36%"
"598","BAKERSFIELD HEALTHCARE CENTER",-0.01304,"-36.48%"
"599","BALA NURSING AND RETIREMENT CE",-0.00383,"-25.08%"
"600","BALBOA NURSING & REHABILITATION CENTER",0.00416,"18.03%"
"601","BALCH SPRINGS NURSING HOME",0.01223,"123.66%"
"602","BALDWIN CARE CENTER",-0.02452,"-47.39%"
"603","BALDWIN HEALTH CENTER",-0.00381,"-23.53%"
"604","BALL PAVILION, THE",-0.0124,"-56.29%"
"605","BALLARD  CENTER",-0.01413,"-61.2%"
"606","BALLARD NURSING CENTER",0.00829,"24.09%"
"607","BALLENGER CREEK CENTER",-0.0101,"-100%"
"608","BALLWIN RIDGE HEALTH & REHABILITATION",-0.01682,"-100%"
"609","BANDERA NURSING & REHAB CENTER",-0.0118,"-100%"
"610","BAPTIST HEALTH CARE CENTER",0.01694,"232.69%"
"611","BAPTIST HEALTH N  &  R",0.00869,"37.47%"
"612","BAPTIST HOMES OF WESTERN PENNSYLVANIA",-0.00059,"-4.05%"
"613","BAPTIST VILLAGE OF HUGO",0.00531,"8.52%"
"614","BAPTIST VILLAGE OF OWASSO",-0.00446,"-18.08%"
"615","BAPTIST VILLAGE, INC.",5e-04,"6.08%"
"616","BARBOUR COURT NURSING AND REHABILITATION CENTER",-0.01116,"-27.45%"
"617","BARBOURVILLE HEALTH AND REHABILITATION CENTER",-0.00543,"-11.27%"
"618","BARCLAY FRIENDS",-0.02237,"-100%"
"619","BARCLAYS REHABILITATION AND HEALTHCARE CENTER",-0.00958000000000001,"-22.31%"
"620","BARDSTOWN HEALTHCARE AND REHABILITATION CENTER",-0.0136,"-100%"
"621","BARFIELD HEALTH CARE INC",-0.00576,"-25.05%"
"622","BARKLEY CENTER",-0.09047,"-100%"
"623","BARN HILL CARE CENTER",0.00659,"9.97%"
"624","BARNEGAT REHABILITATION AND NURSING CENTER",-0.01064,"-52.88%"
"625","BARNES-KASSON COUNTY HOSPITAL",0.02548,"59.2%"
"626","BARNSDALL NURSING HOME",-0.0307,"-100%"
"627","BARNWELL NURSING AND REHABILITATION CENTER",-0.00385,"-11.48%"
"628","BARRE GARDENS NURSING AND REHAB LLC",0.000640000000000002,"2.03%"
"629","BARRETT CARE CENTER INC",0.06351,"193.16%"
"630","BARRINGTON OF CARMEL, THE",-0.03356,"-100%"
"631","BARRON CARE AND REHABILITATION",-0.03251,"-100%"
"632","BARRON CENTER",-0.00616,"-10.41%"
"633","BARROW CREEK HEALTH AND REHAB",-0.00879,"-42.57%"
"634","BARRY COMMUNITY CARE CENTER",-0.000609999999999999,"-2.49%"
"635","BARTLESVILLE HEALTH AND REHABILITATION COMMUNITY",-0.03686,"-49.26%"
"636","BARTLEY HEALTHCARE NURSING & REHABILITATION",0.00519,"123.28%"
"637","BARTON HOSPITAL D/P SNF",-0.01721,"-26.87%"
"638","BARTRAM CROSSING",-0.05277,"-54.02%"
"639","BASILE CARE CENTER",-0.01342,"-100%"
"640","BASTROP LOST PINES NURSING AND REHABILITATION CENT",0.00424,"15.77%"
"641","BATAVIA NURSING CARE CENTER",-0.0128,"-28.01%"
"642","BATESVILLE HEALTH AND REHAB",0.01966,"247.3%"
"643","BATON ROUGE HERITAGE HOUSE I I",0.02309,"158.69%"
"644","BATTLEFIELD PARK HEALTHCARE CENTER",-0.00143,"-17.92%"
"645","BAY AT BURLINGTON HEALTH AND REHABILITATION (THE)",0.01733,"127.61%"
"646","BAY AT NORTH RIDGE HEALTH AND REHABILITATION",-0.00996,"-24.69%"
"647","BAY AT NU ROC HEALTH AND REHABILITATION CTR (THE)",0.02996,"58.32%"
"648","BAY AT WATERS EDGE HEALTH AND REHABILITATION (THE)",-0.01067,"-42.41%"
"649","BAY BLUFFS-EMMET CO MED CARE FAC",0.00263,"10.85%"
"650","BAY CREST CARE CENTER",-0.05258,"-100%"
"651","BAY OAKS HEALTH CARE CENTER",-0.05476,"-100%"
"652","BAY PARK CENTER FOR NRSG AND REHAB L L C",-0.00213,"-27.66%"
"653","BAY POINTE NURSING PAVILION",0.00056,"6.78%"
"654","BAY SHORES SENIOR CARE AND REHAB CENTER",-0.01503,"-100%"
"655","BAY TREE CENTER",-0.00471,"-36.97%"
"656","BAY VIEW REHABILITATION HOSPITAL, LLC",0.0111,"33.27%"
"657","BAY VILLAGE OF SARASOTA",-0.02034,"-37.38%"
"658","BAY VUE NURSING AND REHABILITATION CENTER",0.0149,"55.45%"
"659","BAYA POINTE NURSING AND REHABILITATION CENTER",-0.01642,"-100%"
"660","BAYBERRY COMMONS",0.00118,"16.41%"
"661","BAYBROOKE VILLAGE CARE AND REHAB CENTER",-0.02654,"-54.51%"
"662","BAYLEIGH CHASE INC",0.04333,"126.84%"
"663","BAYLEY PLACE",-0.00126,"-15.42%"
"664","BAYOU PINES CARE CENTER",-0.015,"-23.71%"
"665","BAYOU VISTA COMMUNITY CARE CENTER",0.0163,"94.71%"
"666","BAYPATH AT DUXBURY NURSING & REHABILITATION CTR",0.02656,"71.55%"
"667","BAYPOINT HEALTHCARE CENTER",-0.01526,"-40.32%"
"668","BAYPOINTE REHAB CENTER",-0.000489999999999999,"-3.11%"
"669","BAYSHORE HEALTH CARE CENTER",0.00912,"179.17%"
"670","BAYSHORE POINTE NURSING AND REHAB CENTER",-0.01799,"-100%"
"671","BAYSHORE RESIDENCE & REHAB CTR",-9e-04,"-8.23%"
"672","BAYSIDE CARE CENTER",-0.010355,"-43.79%"
"673","BAYSIDE VILLAGE",0.00254,"14.77%"
"674","BAYVIEW CENTER",-0.000489999999999999,"-5.45%"
"675","BAYVIEW HEALTH CARE",-0.00806,"-100%"
"676","BAYVIEW MANOR",-0.00293,"-16.65%"
"677","BAYWIND VILLAGE CONVALESCENT CENTER",-0.03685,"-42.28%"
"678","BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE",-0.01412,"-27.83%"
"679","BEACH GARDENS REHAB AND NURSING CENTER",-0.0103,"-100%"
"680","BEACH TERRACE CARE CENTER",-0.00387,"-15.77%"
"681","BEACHWOOD POINTE CARE CENTER",0.00299,"10.77%"
"682","BEACHWOOD POST-ACUTE & REHAB",-0.00614,"-17.5%"
"683","BEACON BROOK HEALTH CENTER",-0.0021,"-7.68%"
"684","BEACON CARE CENTER",-0.00896,"-21.93%"
"685","BEACON HILL",-0.006495,"-100%"
"686","BEACON POINTE REHAB CENTER",-0.05944,"-100%"
"687","BEACON SHORES NURSING & REHABILITATION",-0.00497,"-20.15%"
"688","BEACONSHIRE NURSING CENTRE",-0.000520000000000001,"-5%"
"689","BEADLES NURSING HOME",-0.01695,"-35.07%"
"690","BEAR CANYON REHABILITATION CENTER",0.00755,"27.72%"
"691","BEAR CREEK HEALTHCARE LLC",0.00169,"16.54%"
"692","BEAR CREEK NURSING CENTER",0.0055,"19.05%"
"693","BEAR HILL NURSING CENTER AT WAKEFIELD",-0.01135,"-37.14%"
"694","BEARE MANOR",-0.00441,"-15.24%"
"695","BEATITUDES CAMPUS",-0.01117,"-45.17%"
"696","BEAUMONT AT BRYN MAWR",-0.02533,"-100%"
"697","BEAUMONT HEALTH & REHAB CENTER - OAKWOOD COMMON",-0.0351,"-100%"
"698","BEAUMONT HEALTH CARE CENTER",-0.03183,"-72.54%"
"699","BEAUMONT NURSING AND REHABILITATION",-0.00335000000000001,"-9.12%"
"700","BEAUMONT REHAB & SKILLED NURSING CTR - NORTHBORO",-0.00896,"-100%"
"701","BEAUMONT REHAB & SKILLED NURSING CTR - NORTHBRIDGE",-0.01078,"-51.85%"
"702","BEAUMONT REHAB & SKILLED NURSING CTR - WESTBORO",0.00613,"44.84%"
"703","BEAUTIFUL SAVIOR HOME",-0.00806999999999999,"-14.45%"
"704","BEAUVAIS MANOR HEALTHCARE & REHAB CENTER",0.00918,"155.59%"
"705","BEAVER COUNTY NURSING HOME",0.04415,"201.97%"
"706","BEAVER DAM NURSING & REHAB CENTER, INC",0.0024,"16.71%"
"707","BEAVER HEALTHCARE AND REHABILITATION CENTER",-0.01363,"-100%"
"708","BEAVER VALLEY HEALTH AND REHABILITATION CENTER",-0.00951,"-100%"
"709","BEDFORD CARE CENTER OF HATTIES",-0.01666,"-57.79%"
"710","BEDFORD CARE CENTER OF MARION",-0.01305,"-100%"
"711","BEDFORD CARE CENTER OF NEWTON",0.00916,"70.57%"
"712","BEDFORD CARE CENTER OF PICAYUNE",-0.03291,"-63.78%"
"713","BEDFORD CARE CTR-MONROE HALL",-0.00366,"-23.33%"
"714","BEDFORD CO NURSING HOME",-0.01236,"-56.49%"
"715","BEDFORD HILLS CENTER",0.00043,"2.83%"
"716","BEDFORD NURSING & REHABILITATION CENTER",-0.01123,"-37.12%"
"717","BEDFORD SPECIALTY CARE",0.05439,"164.57%"
"718","BEDFORD VILLAGE CARE AND REHABILITATION CENTER LLC",-0.01773,"-100%"
"719","BEEBE RETIREMENT CENTER, INC.",-0.02068,"-64.69%"
"720","BEECH GROVE MEADOWS",0.00543,"38.13%"
"721","BEECH TREE MANOR",0.03282,"153.08%"
"722","BEECHER MANOR NRSG & REHAB CTR",0.00182,"11.39%"
"723","BEECHTREE CENTER FOR REHABILITATION AND NURSING",-0.01957,"-55.63%"
"724","BEECHWOOD",-0.01234,"-35.96%"
"725","BEECHWOOD HOMES",0.00452,"23.65%"
"726","BEEGHLY OAKS CENTER FOR REHABILITATION & HEALING",0.0019,"9.07%"
"727","BEL AIR AT TERAVISTA",-0.00239,"-14.57%"
"728","BEL AIR HEALTH AND REHABILITATION CENTER",0.01299,"178.19%"
"729","BEL AIR MANOR",-0.00298,"-16.1%"
"730","BEL TOOREN VILLA CONVALESCENT",-0.0189,"-100%"
"731","BEL VISTA HEALTHCARE CENTER",-0.07265,"-100%"
"732","BEL-AIR NURSING AND REHAB CENTER INC",-0.00832,"-21.2%"
"733","BELAIR HEALTH AND REHABILITATION CENTER",0.00291,"28.96%"
"734","BELEN MEADOWS HEALTHCARE AND REHABILITATION CENTER",0.01771,"52.99%"
"735","BELHAVEN NURSING & REHAB CENTER",-0.00139,"-8.5%"
"736","BELKNAP COUNTY NURSING HOME",0.00384000000000001,"4.17%"
"737","BELL AVENUE NURSING CENTER",0.04019,"109.27%"
"738","BELLA TERRA CEDAR CITY",-0.05653,"-72.18%"
"739","BELLA TERRA MORTON GROVE",-0.01305,"-67.76%"
"740","BELLA TERRA ST GEORGE",0.02972,"213.97%"
"741","BELLA VISTA CARE AND REHABILITATION CENTER",-0.00482,"-14.45%"
"742","BELLA VISTA HEALTH CENTER",-0.01937,"-38.24%"
"743","BELLA VISTA TRANSITIONAL CARE CENTER",-0.02437,"-67.54%"
"744","BELLBROOK",-0.04223,"-100%"
"745","BELLE FOUNTAIN NURSING & REHABILITATION CENTER",-0.04419,"-38.84%"
"746","BELLE FOURCHE HEALTHCARE COMMUNITY",0.03405,"100.03%"
"747","BELLE HAVEN HEALTHCARE AND REHABILITATION CEN",-0.01668,"-35.6%"
"748","BELLE MAISON NURSING HOME",0.02099,"69.32%"
"749","BELLE MANOR NURSING HOME",-0.0421,"-100%"
"750","BELLE TECHE NURSING & REHABILITATION CENTER",-0.00547,"-27.35%"
"751","BELLE VIE LIVING CENTER",-0.0094,"-38.4%"
"752","BELLE VIEW ESTATES REHABILITATION AND CARE CENTER",-0.00276,"-11.94%"
"753","BELLEAIR HEALTH CARE CENTER",-0.0098,"-100%"
"754","BELLEFONTAINE GARDENS NURSING & REHAB",0.0217,"67.83%"
